person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,monthly_payment_est,income_per_year_of_emp,interest_income_ratio,credit_exp_ratio,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
22,69950.0,6.0,3,9750,14.65,0,0.14,0,2,812.5,9992.857142857143,0.00020943231690754958,0.09090909090909091,0,0,0,1,0,0,0,0
24,36000.0,2.0,2,10000,11.46,0,0.28,0,4,833.3333333333334,12000.0,0.0003183244909863615,0.16666666666666666,0,0,1,0,0,0,0,0
22,36396.0,4.0,1,10000,5.42,0,0.27,0,3,833.3333333333334,7279.2,0.00014891337198120723,0.13636363636363635,0,0,1,1,0,0,0,0
22,30400.0,2.0,4,10000,12.8,1,0.33,0,2,833.3333333333334,10133.333333333334,0.00042103878161902573,0.09090909090909091,0,0,1,0,0,0,0,1
22,30712.0,3.0,4,10000,15.65,1,0.33,1,4,833.3333333333334,7678.0,0.0005095562139810504,0.18181818181818182,0,0,1,0,0,0,0,0
26,69996.0,10.0,3,14000,13.49,0,0.2,0,2,1166.6666666666667,6363.272727272727,0.00019272254525193937,0.07692307692307693,0,0,0,0,0,0,0,0
22,36996.0,5.0,1,10000,7.51,0,0.27,0,4,833.3333333333334,6166.0,0.00020298943157553314,0.18181818181818182,0,0,1,1,0,0,0,0
22,37000.0,4.0,2,10000,10.99,0,0.27,0,2,833.3333333333334,7400.0,0.00029701899948650037,0.09090909090909091,0,0,1,0,0,0,0,0
22,69996.0,6.0,2,10000,10.0,0,0.14,0,4,833.3333333333334,9999.42857142857,0.00014286326556852436,0.18181818181818182,0,0,0,0,0,0,0,1
23,37000.0,4.0,3,10000,13.23,0,0.27,0,3,833.3333333333334,7400.0,0.00035755790384043673,0.13043478260869565,0,0,1,0,0,0,1,0
24,69996.0,4.0,1,10000,10.99,0,0.14,0,2,833.3333333333334,13999.2,0.0001570067288598083,0.08333333333333333,0,1,0,0,0,1,0,0
23,69996.0,5.0,2,12000,11.11,0,0.17,0,2,1000.0,11666.0,0.00015872108804663057,0.08695652173913043,0,0,0,0,0,0,0,1
22,37000.0,2.0,1,10000,8.59,0,0.27,0,2,833.3333333333334,12333.333333333334,0.00023215588767871138,0.09090909090909091,0,0,1,1,0,0,0,0
23,69996.0,7.0,1,3000,6.39,0,0.04,0,4,250.0,8749.5,9.128962669828707e-05,0.17391304347826086,0,0,0,0,0,0,0,1
22,37200.0,2.0,1,10000,6.92,0,0.27,0,3,833.3333333333334,12400.0,0.0001860165049326631,0.13636363636363635,0,0,1,1,0,0,0,0
24,37200.0,4.0,4,10000,12.92,0,0.27,1,4,833.3333333333334,7440.0,0.00034730249186849815,0.16666666666666666,0,0,1,0,0,1,0,0
23,69996.0,2.0,2,10000,10.99,0,0.14,0,4,833.3333333333334,23332.0,0.0001570067288598083,0.17391304347826086,0,1,0,1,0,0,0,0
25,37500.0,1.0,3,10000,15.96,0,0.27,1,4,833.3333333333334,18750.0,0.0004255886509693075,0.16,0,0,1,0,0,1,0,0
26,37500.0,3.0,4,10000,14.91,0,0.27,1,3,833.3333333333334,9375.0,0.00039758939761606356,0.11538461538461539,0,0,1,1,0,0,0,0
26,37500.0,1.0,1,10000,8.94,0,0.27,0,3,833.3333333333334,18750.0,0.000238393642836191,0.11538461538461539,0,0,1,0,0,0,0,0
23,31800.0,4.0,4,10000,15.33,1,0.31,0,4,833.3333333333334,6360.0,0.0004820603125687871,0.17391304347826086,0,0,1,0,0,0,0,0
24,69996.0,8.0,1,3000,6.39,0,0.04,0,3,250.0,7777.333333333333,9.128962669828707e-05,0.125,0,0,0,1,0,0,0,0
22,38000.0,5.0,3,10000,13.49,0,0.26,0,2,833.3333333333334,6333.333333333333,0.00035499065814057526,0.09090909090909091,0,0,1,0,0,0,1,0
25,69996.0,3.0,2,25000,10.62,0,0.36,0,3,2083.3333333333335,17499.0,0.00015172078803377286,0.12,0,0,0,0,0,0,1,0
24,38000.0,6.0,2,10000,10.99,0,0.26,0,4,833.3333333333334,5428.571428571428,0.0002892029157127444,0.16666666666666666,0,0,1,1,0,0,0,0
25,32000.0,3.0,3,10000,12.99,1,0.31,1,2,833.3333333333334,8000.0,0.00040592481484953593,0.08,0,0,1,0,0,0,0,1
23,38000.0,4.0,2,10000,10.99,0,0.26,0,2,833.3333333333334,7600.0,0.0002892029157127444,0.08695652173913043,0,0,1,0,0,0,1,0
22,69996.0,2.0,3,8000,12.84,0,0.11,1,4,666.6666666666666,23332.0,0.0001834364329899853,0.18181818181818182,0,1,0,0,0,1,0,0
25,38000.0,1.0,1,10000,7.49,0,0.26,0,4,833.3333333333334,19000.0,0.00019710007631378122,0.16,0,0,1,1,0,0,0,0
24,69996.0,5.0,1,12000,10.99,0,0.17,0,2,1000.0,11666.0,0.0001570067288598083,0.08333333333333333,0,0,0,0,0,0,0,1
23,69996.0,4.0,1,4000,8.0,0,0.06,0,2,333.3333333333333,13999.2,0.00011429061245481949,0.08695652173913043,0,0,0,0,0,0,0,1
26,38000.0,6.0,1,10000,7.66,0,0.26,0,3,833.3333333333334,5428.571428571428,0.00020157364279887373,0.11538461538461539,0,0,1,0,0,0,1,0
23,38000.0,7.0,1,10000,7.51,0,0.26,0,4,833.3333333333334,4750.0,0.00019762637825320386,0.17391304347826086,0,0,1,0,0,0,0,1
23,69996.0,7.0,3,15000,13.47,0,0.21,1,4,1250.0,8749.5,0.00019243681872080232,0.17391304347826086,0,0,0,0,0,0,1,0
26,38000.0,10.0,2,10000,10.99,0,0.26,0,3,833.3333333333334,3454.5454545454545,0.0002892029157127444,0.11538461538461539,0,0,1,0,0,0,0,1
22,69996.0,6.0,2,15000,12.21,0,0.21,0,2,1250.0,9999.42857142857,0.00017443604725916827,0.09090909090909091,0,0,0,0,0,0,0,0
24,69996.0,6.0,2,5000,10.2,0,0.07,0,2,416.6666666666667,9999.42857142857,0.00014572053087989485,0.08333333333333333,0,0,0,0,1,0,0,0
21,38000.0,3.0,2,10000,12.18,0,0.26,0,3,833.3333333333334,9500.0,0.0003205178811083919,0.14285714285714285,0,0,1,0,0,0,1,0
23,70000.0,5.0,1,10000,6.62,0,0.14,0,4,833.3333333333334,11666.666666666666,9.457007757032043e-05,0.17391304347826086,0,0,0,0,0,0,1,0
26,70000.0,11.0,3,20000,14.27,0,0.29,1,4,1666.6666666666667,5833.333333333333,0.0002038542306538478,0.15384615384615385,0,0,0,0,1,0,0,0
22,38004.0,6.0,2,10000,10.74,0,0.26,0,3,833.3333333333334,5429.142857142857,0.0002825943954742797,0.13636363636363635,0,0,1,0,0,0,0,1
26,70000.0,4.0,1,5000,10.99,0,0.07,0,4,416.6666666666667,14000.0,0.00015699775717489752,0.15384615384615385,0,0,0,0,0,0,1,0
22,38004.0,5.0,2,10000,10.37,0,0.26,0,4,833.3333333333334,6334.0,0.0002728588343638995,0.18181818181818182,0,0,1,0,0,0,1,0
22,38004.0,3.0,2,10000,10.75,0,0.26,0,2,833.3333333333334,9501.0,0.00028285751874753323,0.09090909090909091,0,0,1,1,0,0,0,0
26,38004.0,3.0,3,10000,13.48,0,0.26,0,3,833.3333333333334,9501.0,0.00035469017234574397,0.11538461538461539,0,0,1,0,0,1,0,0
25,32200.0,1.0,4,10000,16.77,1,0.31,1,4,833.3333333333334,16100.0,0.00052079127977392,0.16,0,0,1,0,0,0,0,1
24,38244.0,6.0,1,10000,7.88,0,0.26,0,3,833.3333333333334,5463.428571428572,0.00020604000522944174,0.125,0,0,1,0,0,0,1,0
23,70000.0,2.0,1,24000,8.9,0,0.34,0,4,2000.0,23333.333333333332,0.00012714104084227368,0.17391304347826086,0,0,0,1,0,0,0,0
23,32400.0,7.0,1,10000,8.49,1,0.31,0,3,833.3333333333334,4050.0,0.00026202894972377394,0.13043478260869565,0,0,1,1,0,0,0,0
21,38400.0,5.0,1,10000,7.66,0,0.26,0,4,833.3333333333334,6400.0,0.00019947397203197832,0.19047619047619047,0,0,1,1,0,0,0,0
24,38400.0,9.0,2,10000,10.38,0,0.26,0,3,833.3333333333334,3840.0,0.0002703054607952918,0.125,0,0,1,0,0,0,0,0
24,64000.0,7.0,3,16000,14.65,1,0.25,0,2,1333.3333333333333,8000.0,0.0002289026733957282,0.08333333333333333,0,0,0,0,1,0,0,0
21,32400.0,2.0,3,10000,13.23,1,0.31,0,4,833.3333333333334,10800.0,0.0004083207308416407,0.19047619047619047,0,0,1,0,0,1,0,0
22,70000.0,5.0,3,8000,13.49,0,0.11,1,2,666.6666666666666,11666.666666666666,0.00019271153269239012,0.09090909090909091,0,0,0,0,0,0,0,0
23,70000.0,7.0,1,3500,6.03,0,0.05,0,3,291.6666666666667,8750.0,8.614162654819217e-05,0.13043478260869565,0,0,0,0,0,0,0,1
24,38700.0,2.0,2,10000,10.99,0,0.26,0,3,833.3333333333334,12900.0,0.0002839719903878453,0.125,0,0,1,0,0,1,0,0
22,70000.0,6.0,1,6000,6.03,0,0.09,0,2,500.0,10000.0,8.614162654819217e-05,0.09090909090909091,0,0,0,0,0,1,0,0
23,70000.0,7.0,3,2000,13.49,0,0.03,1,2,166.66666666666666,8750.0,0.00019271153269239012,0.08695652173913043,0,0,0,1,0,0,0,0
26,38832.0,0.0,2,10000,10.37,0,0.26,0,2,833.3333333333334,38832.0,0.00026704091880617,0.07692307692307693,0,0,1,0,0,0,0,0
22,33000.0,6.0,2,10000,12.42,1,0.3,0,3,833.3333333333334,4714.285714285715,0.00037635223175055304,0.13636363636363635,0,0,1,0,0,0,1,0
25,70000.0,1.0,3,11300,14.65,0,0.16,1,2,941.6666666666666,35000.0,0.0002092827245325067,0.08,0,0,0,0,0,0,0,0
25,33000.0,0.0,3,10000,15.96,1,0.3,1,3,833.3333333333334,33000.0,0.0004836217084330778,0.12,0,0,1,0,0,0,0,1
24,64000.0,7.0,5,6100,18.64,1,0.1,1,4,508.3333333333333,8000.0,0.00029124544928985487,0.16666666666666666,0,1,0,0,0,0,0,1
25,70000.0,9.0,2,1000,12.69,0,0.01,0,2,83.33333333333333,7000.0,0.00018128312452679246,0.08,0,0,0,0,0,0,1,0
25,70000.0,9.0,2,15600,11.71,0,0.22,0,3,1300.0,7000.0,0.0001672833245239354,0.12,0,0,0,0,0,0,0,0
24,70000.0,3.0,1,7750,6.62,0,0.11,0,3,645.8333333333334,17500.0,9.457007757032043e-05,0.125,0,0,0,1,0,0,0,0
26,64000.0,6.0,5,9000,18.64,1,0.14,0,4,750.0,9142.857142857143,0.00029124544928985487,0.15384615384615385,0,0,0,0,0,0,0,0
22,70000.0,2.0,1,5000,6.03,0,0.07,0,2,416.6666666666667,23333.333333333332,8.614162654819217e-05,0.09090909090909091,0,0,0,1,0,0,0,0
26,70000.0,9.0,1,35000,7.9,0,0.5,0,2,2916.6666666666665,7000.0,0.00011285553063527665,0.07692307692307693,0,0,0,0,0,0,0,1
25,39500.0,2.0,1,10000,5.99,0,0.25,0,2,833.3333333333334,13166.666666666666,0.000151641730589099,0.08,0,0,1,0,0,1,0,0
22,39580.0,3.0,2,10000,9.99,0,0.25,0,2,833.3333333333334,9895.0,0.00025239382532022943,0.09090909090909091,0,0,1,1,0,0,0,0
22,39600.0,5.0,2,10000,11.71,0,0.25,0,2,833.3333333333334,6600.0,0.000295699603545365,0.09090909090909091,0,0,1,0,0,0,0,0
22,33948.0,4.0,1,10000,8.32,1,0.29,0,2,833.3333333333334,6789.6,0.00024507349259182893,0.09090909090909091,0,0,1,0,0,1,0,0
26,70000.0,10.0,2,10000,12.42,0,0.14,0,4,833.3333333333334,6363.636363636364,0.00017742603677090328,0.15384615384615385,0,1,0,0,0,0,1,0
25,39996.0,2.0,2,10000,10.99,0,0.25,0,4,833.3333333333334,13332.0,0.00027477060779558467,0.16,0,0,1,0,0,0,0,1
23,39996.0,8.0,2,10000,10.99,0,0.25,0,2,833.3333333333334,4444.0,0.00027477060779558467,0.08695652173913043,0,0,1,0,0,1,0,0
24,64000.0,7.0,6,4000,20.89,1,0.06,0,2,333.3333333333333,8000.0,0.00032640114998203155,0.08333333333333333,0,0,0,0,0,0,0,1
25,70000.0,9.0,2,10000,10.99,0,0.14,0,2,833.3333333333334,7000.0,0.00015699775717489752,0.08,0,1,0,0,1,0,0,0
21,39996.0,2.0,1,10000,8.59,0,0.25,0,4,833.3333333333334,13332.0,0.00021476610745805935,0.19047619047619047,0,0,1,1,0,0,0,0
22,70000.0,7.0,1,2000,7.9,0,0.03,0,3,166.66666666666666,8750.0,0.00011285553063527665,0.13636363636363635,0,0,0,1,0,0,0,0
24,70000.0,2.0,3,10000,13.49,0,0.14,0,4,833.3333333333334,23333.333333333332,0.00019271153269239012,0.16666666666666666,0,0,0,0,0,1,0,0
21,40000.0,2.0,2,10000,11.71,0,0.25,0,4,833.3333333333334,13333.333333333334,0.00029274268143296417,0.19047619047619047,0,0,1,0,0,1,0,0
24,70000.0,2.0,1,17000,7.51,0,0.24,0,4,1416.6666666666667,23333.333333333332,0.00010728418165454779,0.16666666666666666,0,0,0,0,0,0,1,0
22,64000.0,3.0,2,14400,11.71,1,0.23,0,2,1200.0,16000.0,0.00018296589115795068,0.09090909090909091,0,0,0,0,0,0,0,0
23,70000.0,4.0,1,10500,7.51,0,0.15,0,2,875.0,14000.0,0.00010728418165454779,0.08695652173913043,0,0,0,1,0,0,0,0
22,40000.0,4.0,3,10000,14.27,0,0.25,1,3,833.3333333333334,8000.0,0.0003567410814729632,0.13636363636363635,0,0,1,1,0,0,0,0
24,70000.0,3.0,1,5000,6.03,0,0.07,0,3,416.6666666666667,17500.0,8.614162654819217e-05,0.125,0,0,0,0,0,0,0,0
22,40000.0,2.0,2,10000,10.99,0,0.25,0,4,833.3333333333334,13333.333333333334,0.0002747431314217145,0.18181818181818182,0,0,1,1,0,0,0,0
22,70000.0,4.0,1,5025,10.99,0,0.07,0,2,418.75,14000.0,0.00015699775717489752,0.09090909090909091,0,0,0,0,0,0,0,1
21,70000.0,5.0,1,7000,6.03,0,0.1,0,3,583.3333333333334,11666.666666666666,8.614162654819217e-05,0.14285714285714285,0,0,0,0,0,1,0,0
23,70000.0,7.0,2,16000,10.99,0,0.23,0,4,1333.3333333333333,8750.0,0.00015699775717489752,0.17391304347826086,0,0,0,1,0,0,0,0
23,40000.0,7.0,3,10000,10.99,0,0.25,0,2,833.3333333333334,5000.0,0.0002747431314217145,0.08695652173913043,0,0,1,1,0,0,0,0
23,70000.0,7.0,1,13000,5.42,0,0.19,0,3,1083.3333333333333,8750.0,7.742746532192397e-05,0.13043478260869565,0,0,0,1,0,0,0,0
24,34000.0,1.0,2,10000,12.69,1,0.29,0,2,833.3333333333334,17000.0,0.0003732243169318549,0.08333333333333333,0,0,1,0,1,0,0,0
23,40000.0,0.0,1,10000,7.9,0,0.25,0,3,833.3333333333334,40000.0,0.0001974950626234344,0.13043478260869565,0,0,1,0,0,0,0,1
25,34000.0,4.0,1,10000,6.62,1,0.29,0,4,833.3333333333334,6800.0,0.0001947001558777683,0.16,0,0,1,0,0,0,1,0
22,70000.0,4.0,1,1250,5.42,0,0.02,0,4,104.16666666666667,14000.0,7.742746532192397e-05,0.18181818181818182,0,1,0,0,0,0,0,1
21,70000.0,4.0,4,2500,16.49,0,0.04,0,3,208.33333333333334,14000.0,0.00023556806331338122,0.14285714285714285,0,0,0,0,0,0,1,0
24,70000.0,8.0,2,7000,9.99,0,0.1,0,4,583.3333333333334,7777.777777777777,0.00014271224696790047,0.16666666666666666,0,0,0,0,0,0,0,0
26,40000.0,10.0,4,10000,16.89,0,0.25,0,3,833.3333333333334,3636.3636363636365,0.0004222394440138997,0.11538461538461539,0,0,1,0,0,0,0,1
23,54400.0,0.0,4,12000,15.62,1,0.19,0,3,1000.0,54400.0,0.00028712707486994724,0.13043478260869565,0,0,0,0,0,1,0,0
24,40000.0,5.0,2,10000,11.99,0,0.25,0,3,833.3333333333334,6666.666666666667,0.0002997425064373391,0.125,0,0,1,0,0,0,0,0
24,64000.0,8.0,1,14500,5.42,1,0.23,0,2,1208.3333333333333,7111.111111111111,8.468617677848784e-05,0.08333333333333333,0,0,0,0,0,0,1,0
25,70000.0,6.0,1,14000,5.42,0,0.2,0,3,1166.6666666666667,10000.0,7.742746532192397e-05,0.12,0,0,0,0,0,0,0,1
25,70000.0,1.0,1,4800,6.99,0,0.07,0,4,400.0,35000.0,9.985571634690933e-05,0.16,0,0,0,0,0,0,0,1
24,40000.0,0.0,1,10000,8.49,0,0.25,0,3,833.3333333333334,40000.0,0.00021224469388265294,0.125,0,0,1,0,0,0,1,0
22,70000.0,6.0,1,9750,8.49,0,0.14,0,4,812.5,10000.0,0.0001212839816574049,0.18181818181818182,0,0,0,1,0,0,0,0
22,34000.0,0.0,4,10000,15.28,1,0.29,1,3,833.3333333333334,34000.0,0.00044939854710155584,0.13636363636363635,0,0,1,0,0,1,0,0
23,70000.0,3.0,1,15000,8.49,0,0.21,0,2,1250.0,17500.0,0.0001212839816574049,0.08695652173913043,0,0,0,0,0,0,0,1
22,40000.0,7.0,2,10000,10.37,0,0.25,0,2,833.3333333333334,5000.0,0.00025924351891202716,0.09090909090909091,0,0,1,1,0,0,0,0
24,40000.0,0.0,1,10000,5.79,0,0.25,0,2,833.3333333333334,40000.0,0.0001447463813404665,0.08333333333333333,0,0,1,0,0,1,0,0
25,40000.0,6.0,2,10000,10.0,0,0.25,0,4,833.3333333333334,5714.285714285715,0.0002499937501562461,0.16,0,0,1,0,0,1,0,0
23,34000.0,7.0,2,10000,10.36,1,0.29,0,4,833.3333333333334,4250.0,0.00030469692067880357,0.17391304347826086,0,0,1,1,0,0,0,0
21,40000.0,5.0,1,10000,10.99,0,0.25,0,2,833.3333333333334,6666.666666666667,0.0002747431314217145,0.09523809523809523,0,0,1,1,0,0,0,0
23,40000.0,3.0,2,10000,10.75,0,0.25,0,4,833.3333333333334,10000.0,0.00026874328141796456,0.17391304347826086,0,0,1,1,0,0,0,0
24,70000.0,2.0,3,6000,15.23,0,0.09,0,4,500.0,23333.333333333332,0.00021756832045256497,0.16666666666666666,0,0,0,1,0,0,0,0
25,70000.0,3.0,1,8000,6.99,0,0.11,0,4,666.6666666666666,17500.0,9.985571634690933e-05,0.16,0,0,0,0,0,1,0,0
24,40000.0,5.0,1,10000,7.88,0,0.25,0,3,833.3333333333334,6666.666666666667,0.0001969950751231219,0.125,0,0,1,0,0,0,1,0
26,70000.0,6.0,1,4000,8.49,0,0.06,0,2,333.3333333333333,10000.0,0.0001212839816574049,0.07692307692307693,0,0,0,0,1,0,0,0
22,70000.0,1.0,1,4500,5.42,0,0.06,0,2,375.0,35000.0,7.742746532192397e-05,0.09090909090909091,0,0,0,0,0,0,0,0
26,70000.0,0.0,1,8000,10.99,0,0.11,0,2,666.6666666666666,70000.0,0.00015699775717489752,0.07692307692307693,0,0,0,0,0,0,0,0
22,40000.0,2.0,1,10000,7.14,0,0.25,0,4,833.3333333333334,13333.333333333334,0.0001784955376115597,0.18181818181818182,0,0,1,1,0,0,0,0
21,40000.0,5.0,1,10000,7.51,0,0.25,0,4,833.3333333333334,6666.666666666667,0.00018774530636734082,0.19047619047619047,0,0,1,0,0,0,0,1
26,34000.0,5.0,3,10000,13.11,1,0.29,1,3,833.3333333333334,5666.666666666667,0.00038557689479721185,0.11538461538461539,0,0,1,0,0,0,0,1
22,70000.0,1.0,1,8000,7.49,0,0.11,0,3,666.6666666666666,35000.0,0.00010699847145040785,0.13636363636363635,0,0,0,1,0,0,0,0
25,40000.0,6.0,3,10000,13.48,0,0.25,0,3,833.3333333333334,5714.285714285715,0.0003369915752106197,0.12,0,0,1,0,0,0,0,1
24,40000.0,3.0,1,10000,10.99,0,0.25,0,2,833.3333333333334,10000.0,0.0002747431314217145,0.08333333333333333,0,0,1,0,0,0,0,1
23,40000.0,5.0,3,10000,13.22,0,0.25,1,4,833.3333333333334,6666.666666666667,0.00033049173770655733,0.17391304347826086,0,0,1,0,0,0,0,0
25,40000.0,0.0,2,10000,12.18,0,0.25,0,3,833.3333333333334,40000.0,0.0003044923876903077,0.12,0,0,1,1,0,0,0,0
22,70000.0,2.0,1,6000,5.42,0,0.09,0,2,500.0,23333.333333333332,7.742746532192397e-05,0.09090909090909091,0,0,0,0,0,0,0,0
22,40000.0,6.0,2,10000,12.21,0,0.25,0,2,833.3333333333334,5714.285714285715,0.0003052423689407765,0.09090909090909091,0,0,1,0,0,1,0,0
23,70000.0,4.0,2,25000,10.59,0,0.36,0,3,2083.3333333333335,14000.0,0.00015128355309209867,0.13043478260869565,0,0,0,0,0,0,1,0
23,70000.0,5.0,3,10000,14.79,0,0.14,1,2,833.3333333333334,11666.666666666666,0.00021128269596148625,0.08695652173913043,0,0,0,0,0,1,0,0
22,70000.0,6.0,2,2000,11.49,0,0.03,0,4,166.66666666666666,10000.0,0.00016414051227839604,0.18181818181818182,0,0,0,0,0,1,0,0
22,70000.0,6.0,2,6000,11.49,0,0.09,0,2,500.0,10000.0,0.00016414051227839604,0.09090909090909091,0,0,0,0,0,0,0,1
26,40000.0,2.0,1,10000,9.63,0,0.25,0,4,833.3333333333334,13333.333333333334,0.000240743981400465,0.15384615384615385,0,0,1,1,0,0,0,0
23,40000.0,4.0,3,10000,12.84,0,0.25,0,4,833.3333333333334,8000.0,0.00032099197520062,0.17391304347826086,0,0,1,0,0,0,0,0
22,34000.0,2.0,4,10000,10.99,1,0.29,1,3,833.3333333333334,11333.333333333334,0.0003232257874768389,0.13636363636363635,0,0,1,1,0,0,0,0
25,70000.0,4.0,1,4000,7.42,0,0.06,0,2,333.3333333333333,14000.0,0.00010599848573591805,0.08,0,1,0,0,0,0,1,0
25,34000.0,0.0,3,10000,13.79,1,0.29,1,4,833.3333333333334,34000.0,0.0004055763065792182,0.16,0,0,1,0,1,0,0,0
22,70000.0,6.0,1,8400,6.99,0,0.12,0,4,700.0,10000.0,9.985571634690933e-05,0.18181818181818182,0,0,0,0,0,0,0,0
22,40000.0,0.0,1,10000,8.0,0,0.25,0,4,833.3333333333334,40000.0,0.00019999500012499687,0.18181818181818182,0,0,1,1,0,0,0,0
25,70000.0,9.0,1,10000,5.42,0,0.14,0,4,833.3333333333334,7000.0,7.742746532192397e-05,0.16,0,0,0,0,0,1,0,0
24,70000.0,4.0,1,6000,5.42,0,0.09,0,2,500.0,14000.0,7.742746532192397e-05,0.08333333333333333,0,1,0,0,0,0,1,0
24,70000.0,4.0,2,21000,11.99,0,0.3,0,4,1750.0,14000.0,0.00017128326738189456,0.16666666666666666,0,0,0,1,0,0,0,0
24,41000.0,4.0,1,10000,6.99,0,0.24,0,4,833.3333333333334,8200.0,0.0001704836467403234,0.16666666666666666,0,0,1,1,0,0,0,0
22,70000.0,6.0,1,6800,10.99,0,0.1,0,4,566.6666666666666,10000.0,0.00015699775717489752,0.18181818181818182,0,0,0,1,0,0,0,0
24,41004.0,2.0,2,10000,11.14,0,0.24,0,2,833.3333333333334,13668.0,0.0002716741860748689,0.08333333333333333,0,0,1,0,0,0,0,0
22,64000.0,6.0,1,6000,10.99,1,0.09,0,2,500.0,9142.857142857143,0.0001717160669364541,0.09090909090909091,0,0,0,0,0,0,0,0
25,70000.0,9.0,2,20000,10.59,0,0.29,0,2,1666.6666666666667,7000.0,0.00015128355309209867,0.08,0,0,0,0,0,0,0,1
23,70000.0,4.0,2,2500,11.99,0,0.04,0,2,208.33333333333334,14000.0,0.00017128326738189456,0.08695652173913043,0,0,0,1,0,0,0,0
24,70000.0,8.0,2,1600,10.99,0,0.02,0,3,133.33333333333334,7777.777777777777,0.00015699775717489752,0.125,0,0,0,0,0,1,0,0
23,42000.0,4.0,3,10000,10.99,0,0.24,0,2,833.3333333333334,8400.0,0.0002616604366562701,0.08695652173913043,0,0,1,0,0,0,0,1
23,70000.0,0.0,2,3600,10.59,0,0.05,0,4,300.0,70000.0,0.00015128355309209867,0.17391304347826086,0,1,0,1,0,0,0,0
22,36000.0,0.0,3,10000,15.27,1,0.28,0,2,833.3333333333334,36000.0,0.00042415488458653926,0.09090909090909091,0,0,1,0,0,0,0,1
22,42000.0,1.0,2,10000,12.42,0,0.24,0,4,833.3333333333334,21000.0,0.00029570724506559367,0.18181818181818182,0,0,1,1,0,0,0,0
22,42000.0,1.0,3,10000,13.49,0,0.24,1,4,833.3333333333334,21000.0,0.00032118282898026235,0.18181818181818182,0,0,1,1,0,0,0,0
25,42000.0,9.0,3,10000,14.27,0,0.24,0,2,833.3333333333334,4200.0,0.000339753815385348,0.08,0,0,1,0,0,1,0,0
25,42000.0,5.0,3,10000,12.99,0,0.24,1,2,833.3333333333334,7000.0,0.00030927835051546395,0.08,0,0,1,1,0,0,0,0
22,70000.0,6.0,1,10000,7.29,0,0.14,0,3,833.3333333333334,10000.0,0.00010414136940900845,0.13636363636363635,0,0,0,0,0,0,0,0
23,42000.0,4.0,1,10000,5.42,0,0.24,0,3,833.3333333333334,8400.0,0.00012904454655841529,0.13043478260869565,0,0,1,0,0,0,1,0
23,42000.0,0.0,2,10000,10.99,0,0.24,0,4,833.3333333333334,42000.0,0.0002616604366562701,0.17391304347826086,0,0,1,0,0,1,0,0
22,70000.0,6.0,2,2000,10.74,0,0.03,0,2,166.66666666666666,10000.0,0.00015342637962314826,0.09090909090909091,0,0,0,0,0,0,0,1
22,42000.0,6.0,3,10000,10.99,0,0.24,1,4,833.3333333333334,6000.0,0.0002616604366562701,0.18181818181818182,0,0,1,0,0,0,1,0
22,42000.0,4.0,2,10000,10.99,0,0.24,0,4,833.3333333333334,8400.0,0.0002616604366562701,0.18181818181818182,0,0,1,1,0,0,0,0
22,42000.0,3.0,1,10000,6.92,0,0.24,0,2,833.3333333333334,10500.0,0.00016475798195281064,0.09090909090909091,0,0,1,1,0,0,0,0
26,70000.0,5.0,3,4800,10.99,0,0.07,1,4,400.0,11666.666666666666,0.00015699775717489752,0.15384615384615385,0,0,0,0,0,1,0,0
24,70000.0,6.0,3,25000,10.99,0,0.36,0,3,2083.3333333333335,10000.0,0.00015699775717489752,0.125,0,0,0,0,1,0,0,0
23,70000.0,7.0,1,3500,5.42,0,0.05,0,2,291.6666666666667,8750.0,7.742746532192397e-05,0.08695652173913043,0,0,0,0,0,0,0,0
26,42000.0,1.0,1,10000,6.54,0,0.24,0,4,833.3333333333334,21000.0,0.00015571057831956383,0.15384615384615385,0,0,1,0,0,1,0,0
22,42000.0,6.0,1,10000,6.17,0,0.24,0,3,833.3333333333334,6000.0,0.00014690126425561295,0.13636363636363635,0,0,1,0,0,0,0,0
22,42000.0,3.0,3,10000,13.98,0,0.24,0,2,833.3333333333334,10500.0,0.00033284921787576487,0.09090909090909091,0,0,1,0,0,0,1,0
22,36000.0,4.0,2,10000,11.36,1,0.28,0,2,833.3333333333334,7200.0,0.0003155467903669342,0.09090909090909091,0,0,1,0,0,0,1,0
25,70000.0,4.0,2,6300,10.37,0,0.09,0,4,525.0,14000.0,0.0001481407408465593,0.16,0,0,0,0,0,0,0,1
25,42000.0,1.0,2,10000,10.99,0,0.24,0,2,833.3333333333334,21000.0,0.0002616604366562701,0.08,0,0,1,0,0,0,0,1
24,42000.0,2.0,1,10000,7.88,0,0.24,0,3,833.3333333333334,14000.0,0.00018761458060522369,0.125,0,0,1,1,0,0,0,0
26,42900.0,3.0,4,10000,10.99,0,0.23,0,3,833.3333333333334,10725.0,0.00025617118482086664,0.11538461538461539,0,0,1,0,0,0,1,0
24,70000.0,7.0,2,25000,10.99,0,0.36,0,2,2083.3333333333335,8750.0,0.00015699775717489752,0.08333333333333333,0,0,0,0,0,1,0,0
