late_payments_90d,credit_history_years,oldest_account_age,open_credit_accounts,hard_inquiries_last_6m,debt_to_income,loan_to_income,delinquencies_last_12m,delinquency_ratio,utilization_to_income,default
2,2,20,5,4,0.17729364500781966,0.282088866348032,2,0.4,3.890772304042191e-06,1
0,19,13,5,3,0.29577365269487427,0.4253018096935454,1,0.2,5.9980119301072385e-06,0
1,9,2,8,4,0.25587051796776805,0.27817798989036424,0,0.0,9.504285696515769e-06,0
2,17,16,5,2,0.1119332050907162,0.17151392470263738,1,0.2,9.605980549832247e-06,1
0,14,9,5,0,0.1705204174800983,0.08451536489864489,1,0.2,4.011819679415627e-06,0
0,18,21,9,0,0.2723673586325552,0.3671252010581954,1,0.1111111111111111,6.4943069004755944e-06,0
1,17,21,9,5,0.10136651471951817,0.020294773105043008,1,0.1111111111111111,9.697039645575267e-06,1
0,14,12,3,2,0.19455919798717716,0.3578357699146797,1,0.3333333333333333,1.0293688027230906e-05,0
0,1,9,6,1,0.020772269978881205,0.11677627085691676,5,0.8333333333333334,5.616612724296351e-06,1
0,2,12,7,5,0.2804348797613075,0.28615902932670984,1,0.14285714285714285,1.7466406643405484e-05,1
0,13,6,10,3,0.19074908961321507,0.11279664892228801,1,0.1,1.6920988642232957e-05,0
1,13,16,8,5,0.5237245950820351,0.5308152130719264,2,0.25,1.0142482216220168e-05,1
0,11,7,9,4,0.28244737502851114,0.4284946532586419,0,0.0,8.34597672767164e-06,0
1,2,13,10,4,0.3259535808923428,0.2675806426348348,3,0.3,3.865464968650282e-06,1
0,4,24,9,4,0.854864855655632,0.08855044143797261,2,0.2222222222222222,2.4476485373778825e-05,1
0,10,7,3,0,0.7418663936082587,0.5861176097349954,0,0.0,1.8068986172993897e-05,0
4,7,13,3,0,0.3150386627929853,0.36307987182086476,0,0.0,4.764114249751974e-06,0
0,15,3,6,5,0.7502403342713154,0.704391167843975,0,0.0,2.8620006181159633e-05,0
1,13,18,10,3,0.3799307865647384,0.29916373497497994,1,0.1,6.237980534873037e-06,0
0,16,23,10,2,0.3888515621345869,0.2994086654115699,1,0.1,5.261524844374351e-06,0
1,17,17,7,1,0.3679066933769692,0.028623054654425377,4,0.5714285714285714,1.1096089255655821e-05,1
0,18,3,3,4,0.2748611089519928,0.3987039015602245,5,1.6666666666666667,9.797290064951513e-06,1
0,6,22,7,3,1.5196438286341005,1.0310066288940911,3,0.42857142857142855,1.3988567295690086e-05,1
2,16,19,4,1,0.2769867154487994,0.12457956914965149,1,0.25,9.30242611387322e-06,1
2,6,2,2,1,0.5198413877563852,0.26494598614842185,1,0.5,9.678454832468498e-06,0
4,6,2,4,5,0.2747296358529036,0.14291882499440048,1,0.25,1.6944452739514067e-05,1
2,14,13,7,1,0.520544971670605,0.18851601931740744,5,0.7142857142857143,1.8933872618999754e-05,1
1,14,12,7,2,0.14958010148902026,0.12297266883601152,0,0.0,4.3394988418882615e-06,0
1,5,14,7,3,0.41832803074131647,0.22094033225952656,0,0.0,1.3440002032284894e-06,0
1,4,18,9,5,0.16480197842259686,0.3268896950078484,1,0.1111111111111111,1.6002326149351362e-05,1
1,17,6,11,1,0.1911244607175683,0.5085005184198782,3,0.2727272727272727,1.3493740983366326e-05,1
1,3,11,5,5,0.38000135132146623,0.36987544872265393,1,0.2,8.770045429248033e-06,1
0,7,5,9,4,0.2935982584438688,0.3830158422894298,1,0.1111111111111111,1.114555539690826e-05,1
1,4,8,8,3,0.48420656914138216,0.14587091362827917,2,0.25,6.976841637885078e-06,1
0,7,13,10,4,0.31330211292624943,0.3038198851603554,0,0.0,2.937167067706512e-06,0
0,19,4,10,2,0.18413983525812347,0.06198991461602623,1,0.1,2.934657506770724e-06,0
4,16,10,5,4,0.2415223594435779,0.4208201665902462,2,0.4,9.449224062243223e-06,1
0,15,5,7,5,0.33138395531166615,0.371332670419831,0,0.0,1.2973282408985328e-05,0
2,11,12,3,2,0.23156809362026975,0.367945050222808,1,0.3333333333333333,5.684267628425141e-06,0
2,16,11,5,4,0.12394805903033565,0.33854584486326905,2,0.4,7.489738629296137e-06,1
1,17,18,5,0,0.8780068025681658,0.876211078257427,3,0.6,8.253722530219318e-06,0
0,4,18,9,0,0.6948726999381346,0.31396024982065196,2,0.2222222222222222,1.929197236260769e-05,0
2,9,6,9,4,0.5324930863559679,0.201551683534561,1,0.1111111111111111,4.75351780306914e-06,1
0,16,5,6,3,0.5075278229359189,0.25022703701576104,3,0.5,1.0574865984052035e-05,1
0,14,21,11,2,0.44765749554400064,0.5708571070063734,2,0.18181818181818182,7.232543402289858e-06,0
0,16,18,7,4,0.11325994530907602,0.5398084316181622,1,0.14285714285714285,1.33205692870915e-05,0
0,15,18,8,0,0.37063428888296307,0.29347846975217523,0,0.0,1.2290916633658197e-05,0
1,9,10,9,3,0.5076089304172693,0.27673063419695737,1,0.1111111111111111,7.546660558881655e-06,0
1,12,13,2,1,0.5262446426415772,0.7366920909959663,0,0.0,5.1262303116963285e-06,0
1,13,19,4,3,0.6911649169849834,0.04634224363168257,2,0.5,1.1587361484367451e-05,1
0,3,7,4,3,1.3367189110849094,1.0575201375749854,0,0.0,4.55532529185679e-05,0
1,12,4,7,0,0.3429113671476354,0.7455659761407828,3,0.42857142857142855,1.7733984335382942e-05,1
0,12,3,8,3,0.23499081537888936,0.2746229154123481,4,0.5,1.3451456717910502e-05,1
0,11,4,6,0,0.3699082209249159,0.23728501549025102,1,0.16666666666666666,1.0714677411172081e-05,0
0,12,24,5,2,0.220415985554737,0.2682350099867426,3,0.6,9.97748141243152e-06,1
0,16,2,7,3,0.20915082763883164,0.3265585606807813,0,0.0,4.911633033353818e-06,0
0,19,14,10,3,0.44933617870847137,0.3913307306558425,0,0.0,3.7902854851087227e-06,0
0,3,5,5,1,0.6891224711823533,0.31502441537159775,0,0.0,1.0533508124286217e-05,0
0,7,14,7,2,0.1564231686596569,0.23545575435366312,3,0.42857142857142855,1.0142453321727294e-05,1
0,11,23,6,4,0.43466756068140044,0.2173052970420618,0,0.0,4.218769751267995e-06,0
1,10,5,2,1,0.298683763088618,0.44757878178464194,2,1.0,6.345245439390656e-06,0
1,4,24,4,2,0.3161832973101503,0.613073010261225,1,0.25,2.4327847228479427e-06,0
0,9,6,10,1,0.4283324311865446,0.5092823945567462,2,0.2,8.473675209215254e-06,0
2,7,13,4,1,0.06718665954239927,0.26824052380740415,0,0.0,4.071717231868128e-06,0
2,16,10,2,1,0.4513070906389037,0.5866936907836545,1,0.5,1.949333208881103e-05,1
1,14,20,10,1,0.47971018100871626,0.1433276067529776,2,0.2,5.2794574398062495e-06,0
0,15,14,4,1,0.304857076648107,0.05761272836630262,2,0.5,2.90733802032412e-06,0
4,10,5,8,1,0.3681752108687615,0.21089411044174372,1,0.125,5.668578553271475e-07,1
0,12,11,7,1,0.38681222788390385,0.23670235544558835,1,0.14285714285714285,2.8180775943529447e-06,0
1,12,6,4,5,0.22664438901829956,0.1811206958976574,0,0.0,7.37350120494425e-06,1
1,2,9,6,1,0.2697147574171249,0.5695736109093535,0,0.0,1.7960005594022208e-05,0
0,8,20,2,2,0.4523456436432817,0.030632744162033466,0,0.0,5.372353448385767e-06,0
0,17,16,6,4,0.11372555445809714,0.3381670925730362,3,0.5,1.1895910652243301e-05,1
1,19,23,9,4,0.16261502427843302,0.5499906227772281,0,0.0,5.496909696085261e-06,0
2,18,15,9,3,0.23938892539023374,0.31154703957546354,1,0.1111111111111111,1.6347720662878986e-05,1
2,16,24,6,5,0.39987678306262014,0.03726195752153927,2,0.3333333333333333,8.645155248540632e-06,1
3,1,5,9,3,0.3236538359661317,0.3844514805543186,1,0.1111111111111111,1.0717507397969709e-05,1
1,18,2,9,5,0.595328683054404,0.5474256773369862,2,0.2222222222222222,3.752570516719926e-06,1
2,10,6,2,5,0.14265815423745778,0.307253040857449,1,0.5,3.7706953205323565e-06,1
0,18,7,5,4,0.4553678930271723,0.49799146326490845,2,0.4,6.340757067398496e-06,1
0,2,6,9,0,0.23510888554592732,0.3419258956432504,2,0.2222222222222222,6.179094899287452e-06,0
1,12,6,8,0,0.28913797548666065,0.46159595650522806,1,0.125,2.6047135637154637e-06,0
2,15,18,11,0,0.3706028776727293,0.23289773568986133,0,0.0,9.908450583838877e-07,0
4,18,13,5,5,1.1203025502833022,1.2132682743753926,0,0.0,2.8915917871045717e-05,1
2,4,5,10,2,1.7106154447544675,1.1040333797055681,1,0.1,3.6762324780414705e-05,1
3,1,20,4,5,0.3406865090630718,0.21219626343709924,3,0.75,7.364141491551486e-06,1
0,19,7,10,4,0.48099845260429724,0.23504606910473694,3,0.3,1.1237779239975183e-05,1
1,7,15,6,4,0.3810506806195262,0.21817377470423152,0,0.0,4.32722021569641e-06,0
3,6,7,5,3,0.5091873487690186,0.21966054379729888,1,0.2,8.053175567968281e-06,1
0,4,14,9,0,0.2213480641982734,0.2554547534679928,1,0.1111111111111111,3.2677847845690314e-06,0
0,3,9,3,3,0.4787946394174329,0.13926009688976837,3,1.0,7.2354654300337345e-06,1
0,13,6,9,0,0.3681550124658291,0.02872042940312846,1,0.1111111111111111,1.436021470156423e-05,0
1,18,5,2,0,0.3140019431310699,0.4002737838428284,2,1.0,8.783874909792454e-06,0
0,7,18,7,5,0.46549377582605145,0.06184785426445765,0,0.0,1.5316372081016734e-05,0
1,10,5,2,2,0.14729313673723202,0.29321799294669965,0,0.0,1.193911375531718e-05,0
0,3,4,10,1,0.13881334085062078,0.35596466785504455,2,0.2,1.1707307467689978e-05,0
1,17,23,8,4,0.29522568590259474,0.21482788328345226,0,0.0,5.450063338187042e-06,0
1,12,2,4,0,0.36322690632750343,0.4300257471630547,2,0.5,9.932511982650244e-06,0
0,13,2,4,0,0.18399617581828515,0.395957108127175,1,0.25,4.199610877753879e-06,0
0,17,11,11,3,0.3453737283114927,0.051685877519047456,2,0.18181818181818182,7.057879977838394e-06,0
2,19,16,6,4,0.13608793674042496,0.192281022912422,0,0.0,2.5919257096778386e-06,0
0,1,22,9,1,0.6141435226956667,0.6551206376279173,3,0.3333333333333333,1.8491362419735586e-05,1
1,16,22,10,3,0.26739361914003407,0.4446677102378596,1,0.1,1.8404552435484775e-06,0
2,3,11,5,2,0.32636935886685914,0.44971752271339477,3,0.6,1.2579110749600433e-05,1
1,17,7,2,2,0.2498178622151051,0.3907169440728347,2,1.0,1.782023110570125e-05,1
2,10,3,11,5,0.4047746723714122,1.074302536403738,0,0.0,3.3948472366749035e-06,0
1,18,15,3,4,0.8814991486976269,0.4948766131677982,2,0.6666666666666666,2.8533695667273874e-06,1
2,6,16,9,1,0.19707542308535247,0.4709385609636781,1,0.1111111111111111,1.4571418426612259e-05,1
0,11,8,4,0,0.5490407517759528,0.4598322730444673,1,0.25,5.271072271077016e-06,0
1,10,14,8,3,0.3883207540258273,0.7823174360354067,0,0.0,1.0242776285274943e-05,0
0,17,12,6,2,0.039361733856344595,0.2127835782030401,2,0.3333333333333333,8.936341751292061e-06,0
0,7,2,10,0,0.4040270222103419,0.32480264083330834,0,0.0,4.502938247778378e-06,0
3,17,9,10,1,0.33942724037282135,0.44793607338517666,1,0.1,2.786536698083011e-06,1
4,6,9,8,5,0.8568220831799098,0.3438747124743468,4,0.5,6.847783669108139e-07,1
2,11,18,9,0,0.052350005681825434,0.45630090923348154,1,0.1111111111111111,7.618513829022819e-06,0
3,10,21,10,4,1.0363568969640236,0.5607137633288448,0,0.0,8.811349882794303e-06,1
1,18,22,3,4,0.5298416336991677,0.331537050673823,1,0.3333333333333333,9.982861713550015e-06,1
2,5,12,2,5,0.27620965745960446,0.7000931930925165,2,1.0,2.408338590392056e-05,1
0,2,22,8,4,0.6420366509440683,0.42005699067434066,0,0.0,9.362450039523723e-06,0
0,4,22,5,4,0.36267982199226073,0.27694224692173497,0,0.0,5.05980688440242e-06,0
0,19,22,6,1,0.42874368409177543,0.7196966513609858,2,0.3333333333333333,6.027226665239737e-06,0
0,7,11,5,5,0.28079030216526585,0.15998982719616572,2,0.4,1.2677776142424533e-05,1
0,17,18,3,1,0.4059302792420435,0.3051751485153654,1,0.3333333333333333,1.238707372775511e-05,0
0,6,5,5,3,0.46892271914419703,0.6343556962372405,0,0.0,4.4696190901897895e-06,0
1,4,9,11,5,0.38071195586630946,0.20538375256821312,1,0.09090909090909091,1.7747954169786895e-05,1
1,16,2,4,0,0.20381918336655963,0.11325784080549925,4,1.0,5.431382790641579e-06,1
1,7,18,6,1,0.10564029125847074,0.30629476664070854,1,0.16666666666666666,1.3919801654217474e-06,0
3,9,7,3,5,0.5167129894614892,0.6595962133176702,7,2.3333333333333335,6.611376763561261e-06,1
1,16,22,9,5,0.40599216098694896,0.5305409813835676,1,0.1111111111111111,1.3806720278514329e-05,1
0,12,11,9,5,0.034821654782139146,0.21121606217784297,0,0.0,1.1224397632183991e-05,0
0,17,19,6,3,0.6048482618433222,0.496148659973794,0,0.0,7.94033142652291e-06,0
1,19,12,3,3,0.04567338605372379,0.5288714669864688,2,0.6666666666666666,3.418642485666704e-05,1
0,5,14,7,3,0.21688529491169423,0.6519545222473752,0,0.0,9.944565605018725e-06,0
2,14,5,5,5,0.2770013961331345,0.46836223598345367,0,0.0,9.462576349517103e-06,1
1,16,5,9,1,0.2656285418518292,0.22825463197040363,1,0.1111111111111111,9.435899118559486e-06,0
2,2,14,2,4,0.3667251817667254,0.5451543179991001,1,0.5,5.61485091353172e-06,1
0,18,12,8,2,0.1780126352406016,0.37026140631089155,2,0.25,1.609316047364316e-06,0
0,19,22,11,4,0.7665640587590259,0.49052313027520167,1,0.09090909090909091,6.269505653851665e-06,0
0,15,21,8,4,0.5884649920536124,0.18193702570329345,2,0.25,1.4667467224775603e-05,1
1,12,19,3,2,0.12986467605788973,0.01884585308322193,0,0.0,5.828631115325061e-06,0
2,11,2,3,1,0.5621446113574161,0.46317931604659124,2,0.6666666666666666,1.2915510907795524e-05,1
0,9,24,10,4,0.38284420068987046,0.21841122842690272,3,0.3,6.350127387854563e-06,1
1,11,22,6,3,0.49419977832997297,0.41040011713548574,2,0.3333333333333333,9.266785859070208e-06,1
0,19,4,3,3,0.2981953113592882,1.176079876075017,2,0.6666666666666666,1.0245116912159042e-05,0
0,14,22,9,4,0.1418898873039778,0.311402916874245,1,0.1111111111111111,1.1532795057887403e-05,0
0,10,17,6,1,0.389584156541821,0.3462625360291713,1,0.16666666666666666,8.110797855108726e-06,0
1,13,17,8,0,0.5283360124279453,0.21755465067661764,2,0.25,1.9792509865117482e-05,0
1,3,17,10,5,0.23781061681601445,0.4423633149886602,0,0.0,6.072127652656002e-06,0
1,3,23,8,0,0.48886007595150327,0.5306030204599976,2,0.25,1.1007554146238121e-05,0
0,7,16,2,1,0.347743079671257,0.23751159380797776,1,0.5,1.1331333776577305e-05,0
0,7,5,7,3,0.32279710825138647,0.13065543154755663,1,0.14285714285714285,6.726812259769598e-06,0
0,15,17,5,0,0.029514942488142955,0.3133101586580192,1,0.2,3.732418972970935e-06,0
2,16,6,7,5,0.09501946988340759,0.20213246318504502,0,0.0,1.0964169924359897e-05,1
0,3,13,6,3,0.24594728803959448,0.14296392996310292,1,0.16666666666666666,2.086845083842531e-06,0
0,9,13,6,3,0.4461251173503873,0.15393254725209807,1,0.16666666666666666,6.459228669587887e-06,0
2,5,9,11,1,0.4030358948325067,0.15827704021113317,0,0.0,2.8224581399953018e-06,0
2,4,7,11,1,0.7234462138772315,0.594914029314389,2,0.18181818181818182,6.0381392727161985e-06,1
1,12,14,9,2,1.0182204989298538,1.3989122058107408,1,0.1111111111111111,1.9867634569419023e-05,0
2,14,14,8,1,0.7857299673056432,0.7237218598953363,1,0.125,1.0737420560013368e-05,0
0,9,12,4,5,0.43392975818684293,0.2728730147067457,0,0.0,7.5268447516349426e-06,0
0,10,5,9,5,0.23780911344036443,0.41839867224298216,3,0.3333333333333333,8.18695477552796e-06,1
1,7,16,8,0,0.41183975396616324,0.4860092410753456,0,0.0,1.0294794933048445e-05,0
1,17,12,9,3,0.17382927501339374,0.13110278630239994,0,0.0,4.202757389244067e-06,0
1,8,6,3,0,0.7246885187766199,1.6375517269044697,1,0.3333333333333333,5e-05,0
0,14,13,5,2,1.8675872058388356,0.5335422710296197,0,0.0,3.571299704004722e-05,0
1,12,12,4,5,0.3897143565785229,0.4770884675174957,1,0.25,4.628794173030163e-06,1
0,10,3,10,4,0.3906084466314603,0.3771285194449275,1,0.1,6.445423755973358e-06,0
0,19,14,10,1,0.28835637918922336,0.4480791796431663,3,0.3,8.367930884266358e-06,0
1,8,17,8,3,0.19231886674531942,0.31636067917557054,0,0.0,3.27979475773485e-06,0
1,6,21,11,0,0.6165759152142762,0.4561654949427737,2,0.18181818181818182,8.098641803171858e-06,0
0,16,6,10,2,0.34808835063364135,0.4044538095018538,1,0.1,1.230659533538107e-05,0
0,16,7,8,0,0.23178209531349028,0.20186737235208346,1,0.125,3.700752638154542e-06,0
0,6,16,6,1,0.33142018439899873,0.18468038793462604,0,0.0,1.7763046981391158e-06,0
0,8,3,2,0,0.24830752729162817,0.03703019448743648,2,1.0,5.005060029218134e-06,0
0,10,21,9,4,0.28420574013386407,0.4256142621128015,1,0.1111111111111111,4.397189005829901e-06,0
1,6,3,11,0,0.33898543452155255,0.37297369146358544,1,0.09090909090909091,1.4821119308766406e-05,0
0,10,19,7,2,0.08942372417994342,0.2660397674289747,1,0.14285714285714285,6.98192840700988e-06,0
0,8,14,11,4,0.3074871295509255,0.1640751416030129,0,0.0,4.420615116009642e-06,0
1,2,17,3,5,0.18910350707962037,0.11159331043781118,1,0.3333333333333333,9.558539446990628e-06,1
0,1,24,9,0,0.3489516792575908,0.3433009629068437,2,0.2222222222222222,1.6698142231442513e-06,0
0,12,18,8,4,0.49627344869120177,0.23906726925108676,1,0.125,8.643078093342946e-06,0
1,1,24,10,1,1.5697603245201865,0.7891349891095918,0,0.0,3.964729761372473e-05,0
1,19,7,3,4,0.35856757422081437,0.3650143653594738,1,0.3333333333333333,1.0069265729019262e-05,1
2,5,5,8,4,0.09945193337898427,0.17158601995806794,1,0.125,1.2532889147938429e-05,1
0,2,15,4,4,0.29163268862686126,0.22098328744649479,0,0.0,6.131934591062864e-06,0
1,13,7,10,3,0.7359601248452713,0.890844985609087,3,0.3,1.150779451201708e-05,1
0,12,18,9,4,0.35115550584674976,0.30179787819720694,1,0.1111111111111111,7.017632042812366e-06,0
3,11,14,9,0,0.4677550592426282,0.33946966004069734,2,0.2222222222222222,3.4708704873849946e-06,1
1,6,17,5,0,0.2718245256954548,0.3037449424985641,0,0.0,8.973103158912367e-06,0
0,7,9,5,2,0.047186366761167574,0.48442477563758796,0,0.0,1.966098615048649e-05,0
3,12,16,8,0,0.08763430895050546,0.49453713616897527,1,0.125,5.690756928016184e-06,1
0,12,24,10,0,0.597033043943763,0.6091708000291953,1,0.1,1.5598220128739939e-06,0
1,2,23,8,0,0.04541707614470595,0.2973980752183372,0,0.0,7.338921910907956e-06,0
1,4,17,6,4,0.664623287172805,0.351333506054646,1,0.16666666666666666,1.3434560294642778e-05,1
1,13,18,9,1,0.7891396552634817,1.096624741907008,2,0.2222222222222222,2.6471705226750134e-05,0
0,15,22,5,5,0.35873017282396863,0.46843657990109666,0,0.0,6.017023257320644e-06,0
2,6,21,4,1,0.35456393462391816,0.19574421781248497,2,0.5,9.396073930535543e-06,1
3,6,3,7,2,0.37042456031294496,0.08807695118149411,0,0.0,1.7002247829600602e-05,1
0,7,12,6,1,0.4133909845825121,0.6055136551952509,1,0.16666666666666666,9.62387166114205e-06,0
1,11,2,5,1,0.4479436657322877,0.5213084522032159,0,0.0,8.106266397295101e-06,0
1,18,23,6,3,0.2566457241312416,0.3203285919212024,2,0.3333333333333333,4.473788132656795e-06,1
1,9,5,10,0,0.038798396117693514,0.2143810820826899,0,0.0,1.5079520380817773e-06,0
1,7,5,9,4,0.23090337438657937,0.05348795052100812,0,0.0,5.69684739846535e-07,0
0,6,11,4,0,0.4039515987114974,0.6010318800401946,4,1.0,6.391001752492996e-06,0
0,12,19,2,4,0.8284029988245881,0.5194886149291702,1,0.5,8.23754416915861e-06,0
0,18,3,3,0,0.19623423758594477,0.09480671925006506,2,0.6666666666666666,9.336553636357514e-06,0
2,13,15,8,1,0.3019432860682665,0.34849465549989683,1,0.125,7.649111371199209e-06,0
0,11,18,10,4,0.4182838638465796,0.42266375416119356,0,0.0,8.52583175327506e-06,0
1,2,21,11,1,0.5586792300450776,0.3155331715826794,1,0.09090909090909091,8.505508736145076e-06,0
1,1,3,5,5,0.4511839701558647,0.5875283557983634,1,0.2,4.749748136181587e-06,1
0,15,5,4,0,0.5849012876160656,0.573583077042318,0,0.0,1.2738214242852897e-05,0
2,19,20,11,4,0.2456652163752186,0.4475193451495555,0,0.0,9.331450301489287e-06,1
1,15,22,7,1,0.545108686555542,0.7718647186147835,2,0.2857142857142857,9.638193386554024e-06,0
1,3,3,6,3,0.5716971082607705,0.5675213083159586,0,0.0,3.393693078144417e-06,0
1,11,17,11,1,0.7208676744535615,0.22318909509028365,1,0.09090909090909091,4.062371894038238e-06,0
0,13,5,5,5,0.12172041360857702,0.044445270960136105,0,0.0,1.309457473982887e-06,0
1,13,20,11,1,0.0809562145093906,0.2388163798928153,1,0.09090909090909091,1.3536124592071054e-05,0
0,6,10,3,4,0.20796121011793484,0.7060703067048457,1,0.3333333333333333,1.4706300358528069e-05,0
0,5,4,11,3,0.218924712359494,0.3706447716851521,2,0.18181818181818182,8.281983447244494e-06,0
0,12,17,6,1,0.7439235511076553,0.8003313573767437,1,0.16666666666666666,2.0185788249832344e-05,0
0,17,14,11,3,0.379110240271423,0.31632417579111344,1,0.09090909090909091,9.551447180322859e-06,0
1,17,23,3,3,0.5645237658675488,0.7063612091065273,1,0.3333333333333333,1.9360880934396134e-05,1
1,17,19,7,5,0.3301876334934424,0.34216612787140516,1,0.14285714285714285,3.384102656857844e-06,1
3,16,22,8,4,0.2236735363795054,0.21469544068408689,0,0.0,1.1335535274251929e-05,1
1,5,3,8,1,0.44307297248169353,0.15619005807834707,2,0.25,3.882562335673586e-06,0
0,14,13,2,0,0.247828506354884,0.13088104522986735,0,0.0,1.1006560309548609e-05,0
1,15,16,11,1,0.4293588859912954,0.32992486499388757,2,0.18181818181818182,8.019771247088875e-07,0
1,10,23,2,3,0.4560346803955316,0.48347845202976253,1,0.5,8.008650854361375e-06,0
0,18,7,4,2,0.44315538198339627,0.5500880810536747,2,0.5,7.69417439949321e-06,0
0,1,15,7,3,0.261765032403145,0.3463281342680867,1,0.14285714285714285,3.1310032244256756e-06,0
0,4,13,9,2,1.0090690706503191,0.22660068712106665,3,0.3333333333333333,1.099362723876688e-05,0
0,1,13,9,0,0.37809688095105554,0.4653761063312202,2,0.2222222222222222,3.3473601778139074e-06,0
1,6,4,11,4,0.13997684169877148,0.29416672238054203,1,0.09090909090909091,1.3733903819205949e-05,1
0,8,19,4,2,0.5237882149587824,0.4347528060604235,0,0.0,1.2164377677906604e-05,0
0,4,16,7,2,0.10377378292695193,0.6345097551272456,1,0.14285714285714285,7.143796028192785e-06,0
2,16,15,6,0,0.2798828941755133,0.20119487555378246,0,0.0,7.882811291647212e-06,0
1,7,24,2,5,0.3376979832908732,0.35055227396054267,2,1.0,5.992639756937245e-06,1
2,5,18,4,4,0.354183817400161,0.5333997593192326,3,0.75,1.575620902018119e-05,1
1,15,15,10,2,0.6500095319202548,0.04009213428234424,2,0.2,8.285583029861182e-06,0
1,15,10,7,1,0.26017133430779776,0.35393629794399367,1,0.14285714285714285,8.23884962663617e-06,0
2,13,11,10,5,0.19372169760623434,0.08702264032175903,1,0.1,1.562062823067202e-05,1
0,3,16,10,2,0.0662953916204362,0.2062918307821818,0,0.0,3.7973190290777622e-06,0
1,11,11,11,2,0.3794441073247605,0.08053687612509307,2,0.18181818181818182,4.609971940482959e-06,0
2,18,20,4,2,0.308637656366637,0.2383892845650043,1,0.25,7.960315408992074e-06,0
1,13,17,7,5,0.10917344345737913,0.26397999957594803,1,0.14285714285714285,1.9386089963320915e-06,1
1,8,24,3,3,0.3811359415366705,0.4147807906209895,1,0.3333333333333333,6.538251181443226e-06,0
1,6,7,5,1,0.29438002093702215,0.2261862178405733,4,0.8,2.2051359223490296e-06,1
1,11,5,2,4,0.30322065598050146,0.384332776103815,1,0.5,1.6823725095621748e-06,0
2,18,8,6,3,0.24144610315600218,0.28380627441920314,1,0.16666666666666666,1.2441402004409535e-05,1
0,6,15,4,2,0.3715866609999016,0.4496618838320293,1,0.25,6.055055699884194e-06,0
1,17,16,8,0,0.09378195934397927,0.38084560622834496,4,0.5,7.777990568043874e-06,1
0,2,14,11,0,0.3149293194455408,0.2989635019140344,0,0.0,3.712605417508579e-07,0
0,5,24,10,0,2.141131068487567,1.5583532362945094,1,0.1,3.6286172622255924e-05,0
0,2,24,6,3,0.9314635075641311,0.1649749750412509,2,0.3333333333333333,6.978817959140209e-06,0
0,9,12,7,2,0.9966014262242883,0.5044566222157211,2,0.2857142857142857,3.0817447042968866e-05,1
0,6,13,8,2,0.4981057565645594,0.702354241543853,3,0.375,8.519110854693997e-07,0
0,9,14,4,1,0.22259967045067358,0.3933657910994378,0,0.0,6.176379194811634e-06,0
1,10,15,4,2,0.1396083154812625,0.07262812008110557,3,0.75,5.628983642389393e-06,1
0,14,8,10,1,0.392102293851226,0.28221347692369503,1,0.1,9.406581152655226e-06,0
1,16,23,6,0,0.24606112316810425,0.5605133780813711,2,0.3333333333333333,7.193613319744944e-06,0
1,1,14,11,5,0.170042822057039,0.2656865493836193,1,0.09090909090909091,3.451144865343283e-06,1
2,7,14,7,2,0.1964241046752274,0.5765006999172992,0,0.0,8.368576488570887e-06,0
1,13,20,5,4,0.31799331241742873,0.365062128585699,3,0.6,4.001468129229687e-06,1
1,13,7,4,5,0.484972000076058,0.4245836846232133,0,0.0,2.596819468166964e-06,0
0,10,15,5,4,0.39673991448482854,0.48697223626094527,0,0.0,6.504010363354972e-06,0
0,5,3,7,3,1.0050204634287991,0.710971599339221,2,0.2857142857142857,1.4585888415369903e-05,0
0,12,7,7,2,0.7877685092348732,0.3008417274072295,2,0.2857142857142857,1.570370744383427e-05,0
1,10,8,8,1,0.038868155870060185,0.11873979447241241,1,0.125,3.8820108955088115e-06,0
0,12,17,7,4,0.19731315985136727,0.2332879893756038,0,0.0,4.703546170893635e-06,0
0,5,21,2,1,0.24503062508168977,0.7542374932669528,0,0.0,8.511920321273516e-06,0
1,9,15,8,4,0.31774273987187784,0.39355892042465096,1,0.125,6.508862510896167e-06,1
1,3,7,10,5,0.46699004523348625,0.10217987438097655,2,0.2,7.72971684622445e-06,1
1,14,5,4,1,0.45602399988309444,0.8945178208238221,0,0.0,7.485393241445792e-06,0
0,19,12,6,0,0.18996903388933245,0.024146985481179713,0,0.0,7.654878076144139e-06,0
1,13,17,4,1,0.33697842006663814,0.3164379346676147,3,0.75,4.980689244964716e-06,1
1,4,16,8,3,0.45439437017004647,0.5108762115577865,1,0.125,8.082114837979745e-07,0
0,19,24,11,0,0.1256901497319244,0.31162762923393084,4,0.36363636363636365,6.008084674026388e-06,1
2,2,24,6,2,0.25775406135645285,0.41045380219294547,1,0.16666666666666666,1.2500311759576234e-05,1
0,19,22,4,5,0.43287858373866,0.574011383039103,1,0.25,2.238367773962892e-06,0
0,6,6,10,4,0.23700701556826814,0.26160274488001367,2,0.2,2.60885683031487e-07,0
0,18,7,5,3,0.26038150324592846,0.17971255780966153,1,0.2,8.273239780058497e-06,0
1,14,2,3,0,0.2928379567417887,0.2786480516390271,4,1.3333333333333333,6.027065688277295e-06,1
1,18,3,11,5,0.11105876161089256,0.5246725947690274,1,0.09090909090909091,8.91465953002397e-06,1
